0 3040 1.0
0 3050 1.0
0 3060 1.0
0 3070 1.0
0 3090 1.0
0 3100 1.0
0 3110 1.0
0 2920 1.0
0 2645 1.0
0 2655 1.0
0 2665 1.0
0 2675 1.0
0 2685 1.0
0 2695 1.0
0 2705 1.0
0 2715 1.0
0 3131 1.0
0 3181 1.0
0 2576 1.0
0 2626 1.0
0 3142 1.0
0 3172 1.0
0 2587 1.0
0 2617 1.0
0 3123 1.0
0 3193 1.0
0 2568 1.0
0 2638 1.0
0 3154 1.0
0 2599 1.0
0 43600 1.0
0 43610 1.0
0 43620 1.0
0 43630 1.0
0 43650 1.0
0 43660 1.0
0 43670 1.0
0 43800 1.0
0 44005 1.0
0 44015 1.0
0 44025 1.0
0 44035 1.0
0 44045 1.0
0 44055 1.0
0 44065 1.0
0 44075 1.0
0 43531 1.0
0 43581 1.0
0 44096 1.0
0 44146 1.0
0 43542 1.0
0 43572 1.0
0 44107 1.0
0 44137 1.0
0 43523 1.0
0 43593 1.0
0 44088 1.0
0 44158 1.0
0 43554 1.0
0 44119 1.0
0 81920 -10
1 3000 1.0
1 3040 1.0
1 3050 1.0
1 3060 1.0
1 3070 1.0
1 3090 1.0
1 3100 1.0
1 3110 1.0
1 2645 1.0
1 2655 1.0
1 2665 1.0
1 2675 1.0
1 2695 1.0
1 2705 1.0
1 2715 1.0
1 2845 1.0
1 3131 1.0
1 3181 1.0
1 2576 1.0
1 2626 1.0
1 3142 1.0
1 3172 1.0
1 2587 1.0
1 2617 1.0
1 3123 1.0
1 3193 1.0
1 2568 1.0
1 2638 1.0
1 3154 1.0
1 2599 1.0
1 43720 1.0
1 43600 1.0
1 43610 1.0
1 43620 1.0
1 43630 1.0
1 43650 1.0
1 43660 1.0
1 43670 1.0
1 44005 1.0
1 44015 1.0
1 44025 1.0
1 44035 1.0
1 44055 1.0
1 44065 1.0
1 44075 1.0
1 43885 1.0
1 43531 1.0
1 43581 1.0
1 44096 1.0
1 44146 1.0
1 43542 1.0
1 43572 1.0
1 44107 1.0
1 44137 1.0
1 43523 1.0
1 43593 1.0
1 44088 1.0
1 44158 1.0
1 43554 1.0
1 44119 1.0
1 81920 +56
2 3040 1.0
2 3050 1.0
2 3060 1.0
2 3090 1.0
2 3100 1.0
2 3110 1.0
2 2910 1.0
2 2920 1.0
2 2765 1.0
2 2645 1.0
2 2655 1.0
2 2665 1.0
2 2675 1.0
2 2695 1.0
2 2705 1.0
2 2715 1.0
2 3131 1.0
2 3181 1.0
2 2576 1.0
2 2626 1.0
2 3142 1.0
2 3172 1.0
2 2587 1.0
2 2617 1.0
2 3123 1.0
2 3193 1.0
2 2568 1.0
2 2638 1.0
2 3154 1.0
2 2599 1.0
2 43600 1.0
2 43610 1.0
2 43620 1.0
2 43650 1.0
2 43660 1.0
2 43670 1.0
2 43790 1.0
2 43800 1.0
2 43965 1.0
2 44005 1.0
2 44015 1.0
2 44025 1.0
2 44035 1.0
2 44055 1.0
2 44065 1.0
2 44075 1.0
2 43531 1.0
2 43581 1.0
2 44096 1.0
2 44146 1.0
2 43542 1.0
2 43572 1.0
2 44107 1.0
2 44137 1.0
2 43523 1.0
2 43593 1.0
2 44088 1.0
2 44158 1.0
2 43554 1.0
2 44119 1.0
2 81920 -9
3 2910 1.0
3 3000 1.0
